,SERIAL,JOURV7,DEVICE,SEXE,AGE2,DEP,REG12,AGGLO5,EMP,PCSI,MAR,A0_0,A0_1,A0_2,A1,A2,A2BIS,A3_0,A3_1,A3BIS,A4,A5Q,A6_0,A6_1,A6_2,A6_3,A6_4,A6_5,A6_6,A6_7,A6_8,A6_9,A6_10,B1Q,B2_0,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B3Q,B5Q,B5AQ,B5BQ,B5CQ,B6Q_0,B6Q_1,B6Q_2,C1C2,C3,C4_0,C4_1,C4_2,C4_3,C4_4,C4_5,C4_6,C4_7,C51,C52,C53,C54,C6_0,C6_1,C6_2,C6_3,C7,C7DEP,C7REG12,C8Q,C9QA,C9QB,C9QC,C10,C11,D60A,D60,D61,D62_0,D62_1,D62_2,D63,ALEAD65,D65,D66,ALEAD70,D70,D71,D67,D68_0,D68_1,D68_2,D68_3,D68_4,D68_5,D68_6,D68_7,D68_8,D69_0,D69_1,D69_2,D69_3,D69_4,D69_5,D69_6,D69_7
4139,4140,3,2,2,1,95,1,5,8,8,1,1,2,5,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,2,2,3,2,2,1,1,1,1,0,0,,,,1,0,0,1,2.0,2,2,2,2,2,2,2,2,3,3,3,1,,,,,1,95.0,1,5.0,4,2,0,5,2.0,6,2,1,2,2,2,2,1,3.0,,1,3.0,,2,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,4,4
4140,4141,3,3,2,5,62,5,4,5,8,3,8,2,3,1,2.0,,1,,2,2,,2,2,2,1,1,2,1,2,2,1,2,5,1,1,6,1,2,1,1,2,1,70,0,,,,0,1,0,4,2.0,2,2,2,2,2,2,2,1,1,1,1,1,,,,,1,62.0,5,6.0,2,0,0,5,2.0,6,2,1,1,4,2,1,2,,2.0,1,4.0,,2,3,3,3,3,3,3,3,3,3,2,4,5,2,1,1,4,4
4141,4142,3,2,1,7,38,11,4,1,5,3,4,3,11,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,4,2,1,2,3,5,630,10,,,30.0,0,1,5,4,,2,2,2,2,2,2,2,2,4,4,4,4,1.0,,,,1,38.0,11,6.0,5,1,0,5,4.0,6,2,2,3,2,1,2,2,,2.0,2,,4.0,1,1,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5
4142,4143,3,3,2,6,67,6,1,1,4,2,1,4,3,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,10,2,1,1,1,2,1,2,2,1,360,3,,70.0,30.0,2,1,4,3,2.0,2,2,2,2,2,2,2,2,4,4,4,4,1.0,,,,1,67.0,6,4.0,2,0,0,6,3.0,2,2,1,2,3,3,2,2,,3.0,1,3.0,,2,2,2,2,2,2,2,2,2,2,3,4,3,4,2,4,5,2
4143,4144,3,2,2,10,63,11,1,7,7,3,6,7,1,2,,2.0,3,,2,2,,2,3,2,2,2,2,2,2,2,2,2,6,1,1,1,1,1,1,1,1,1,60,5,,35.0,28.0,1,1,1,2,2.0,2,2,2,2,2,2,2,2,4,4,4,4,,,,,1,63.0,11,8.0,2,0,2,6,2.0,6,2,1,1,3,3,2,2,,3.0,2,,1.0,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2
4144,4145,3,1,1,4,42,11,4,1,4,2,9,6,10,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,5,2,1,1,1,1,3,5,120,1,50.0,,,1,1,4,3,,2,2,2,2,2,3,2,2,3,3,4,3,1.0,3.0,,,1,42.0,11,5.0,2,1,0,6,2.0,5,1,1,2,3,2,1,2,,3.0,2,,4.0,2,1,1,2,2,2,3,2,3,4,2,5,5,2,3,5,5,5
4145,4146,3,2,2,9,27,4,3,7,7,5,3,4,8,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,5,1,2,1,1,1,1,1,2,3,300,2,,,90.0,0,1,0,3,2.0,2,2,2,2,2,2,2,2,3,3,4,3,,,,,2,27.0,4,8.0,4,0,1,5,1.0,2,2,2,2,3,2,2,2,,3.0,2,,5.0,1,1,2,2,2,2,2,1,2,2,3,3,3,3,2,1,6,6
4146,4147,3,2,2,1,34,10,4,8,8,1,9,10,3,2,,1.0,3,,2,2,,2,3,2,2,2,3,2,2,2,2,2,8,1,2,2,2,1,3,3,2,2,0,8,,21.0,21.0,3,0,0,2,2.0,2,2,2,2,2,2,2,2,2,2,2,3,,,,,2,34.0,10,5.0,4,0,0,6,2.0,4,2,1,3,2,2,1,1,3.0,,1,3.0,,2,2,3,3,3,3,3,3,3,3,3,4,4,2,1,3,5,3
4147,4148,3,1,2,1,92,1,5,8,8,1,3,7,1,2,,2.0,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,2,3,4,4,3,2,2,2,3,1200,8,,20.0,19.0,5,0,0,2,2.0,2,2,2,2,2,2,2,2,3,2,1,1,,,,,1,92.0,1,7.0,5,1,5,5,2.0,4,1,1,3,3,2,2,1,3.0,,2,,3.0,2,2,2,2,2,2,2,2,2,2,4,5,2,3,2,2,5,2
4148,4149,3,1,2,6,38,11,2,2,3,2,1,8,4,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,2,1,1,1,1,1,1,1,5,0,,,,0,0,0,5,2.0,2,2,2,2,2,2,2,2,3,1,2,3,3.0,,,,1,38.0,11,7.0,4,2,0,6,1.0,2,2,1,3,4,2,1,2,,3.0,2,,5.0,2,3,3,4,4,3,3,3,4,3,1,4,1,1,1,1,2,2
4149,4150,3,1,2,10,55,6,1,7,7,5,1,4,5,2,,3.0,3,,2,1,38.3,2,2,1,2,2,2,2,2,2,2,2,7,2,3,1,1,2,1,1,2,2,240,3,,55.0,50.0,3,0,0,3,2.0,2,2,1,2,3,2,1,2,3,3,4,3,,,,,1,55.0,6,6.0,2,0,0,3,,2,2,1,2,4,2,1,1,3.0,,2,,4.0,2,2,2,2,3,2,2,2,2,2,2,4,2,2,2,1,2,2
4150,4151,3,1,1,9,54,6,1,7,7,3,1,9,2,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,5,1,2,1,1,1,1,1,2,3,0,0,,,,0,0,0,4,,2,2,2,2,2,2,2,2,4,4,4,4,,,,,1,54.0,6,5.0,2,0,0,3,,4,1,2,1,4,3,2,2,,3.0,2,,2.0,2,1,2,2,3,4,3,2,4,3,2,1,1,2,1,1,1,3
4151,4152,3,1,2,8,13,12,4,1,5,3,10,1,3,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,10,1,1,1,1,1,1,1,1,2,600,15,,,,5,1,5,4,2.0,2,2,2,2,2,2,2,2,4,4,4,4,1.0,,,,1,13.0,12,4.0,2,0,0,3,,6,2,1,1,4,2,1,2,,3.0,2,,3.0,2,1,2,1,4,2,4,2,2,4,1,5,1,5,1,1,1,2
4152,4153,3,1,1,9,57,6,1,1,3,3,7,6,4,1,2.0,,1,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,3,4,2,1,1,1,1,3,3,300,20,,,,1,0,0,3,,2,2,2,2,2,2,2,2,4,4,4,3,3.0,,,,1,57.0,6,7.0,3,1,0,5,4.0,6,2,2,2,4,1,2,1,3.0,,1,4.0,,1,1,2,1,2,1,1,1,1,2,4,4,4,3,5,2,5,5
4153,4154,3,2,1,1,75,1,5,3,2,2,2,4,3,2,,2.0,2,,2,2,,3,2,2,2,2,2,2,2,2,2,2,6,4,3,5,4,4,3,2,3,4,60,0,,,,2,7,0,2,,2,2,2,2,2,2,2,2,4,4,1,3,1.0,,,,2,94.0,1,5.0,5,2,0,6,5.0,6,1,2,3,2,1,2,1,3.0,,1,3.0,,2,3,2,1,4,3,3,2,3,3,6,4,2,3,4,3,4,3
4154,4155,3,2,2,5,51,6,2,1,5,3,2,8,4,2,,2.0,3,,2,2,,2,1,2,2,1,2,2,2,2,2,2,7,1,4,1,1,2,5,2,1,4,0,0,,,,1,0,0,4,2.0,2,2,2,2,2,2,2,2,4,4,4,4,5.0,,,,1,51.0,6,6.0,5,3,0,3,,5,2,1,2,3,1,2,1,2.0,,2,,4.0,2,3,4,4,4,4,4,3,4,3,2,2,2,2,1,4,4,5
4155,4156,3,1,2,9,59,5,4,1,3,6,5,6,1,2,,2.0,3,,1,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,3,3,2,3,1,1,2,2,20,1,62.0,,,1,0,0,3,2.0,1,2,2,2,2,2,2,2,3,3,4,3,3.0,,,,1,59.0,5,3.0,1,0,0,6,4.0,6,1,1,2,3,2,2,1,3.0,,1,5.0,,2,3,2,3,4,3,3,3,4,4,2,2,2,1,2,2,3,2
4156,4157,3,1,2,1,13,12,4,8,8,2,5,9,3,2,,2.0,3,,2,2,,2,2,2,1,2,2,2,1,2,2,2,5,1,2,3,2,3,2,4,2,3,480,4,,30.0,22.0,1,6,2,2,2.0,2,2,2,2,2,2,2,2,2,2,3,2,,,,,1,13.0,12,2.0,2,0,0,6,4.0,1,1,1,1,2,2,2,1,2.0,,2,,3.0,2,3,1,2,2,1,3,1,2,2,2,2,3,2,4,3,3,3
4157,4158,3,2,2,5,60,5,3,3,2,3,2,10,1,2,,2.0,3,,2,2,,2,2,2,2,1,2,2,2,2,2,2,6,1,2,1,1,3,1,1,2,2,150,6,,45.0,30.0,1,1,1,2,2.0,2,2,2,2,2,2,2,2,4,3,4,4,1.0,,,,1,60.0,5,4.0,2,0,0,5,5.0,4,1,1,2,3,3,1,2,,3.0,1,5.0,,2,2,2,2,3,2,2,2,4,3,4,4,2,2,2,2,1,2
4158,4159,3,1,2,1,80,5,4,8,8,1,3,4,8,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,1,5,1,5,1,2,2,1,2,1,4,60,4,,25.0,40.0,1,0,0,1,2.0,2,2,2,2,2,2,2,2,3,4,4,3,,,,,1,80.0,5,4.0,3,0,0,4,,1,1,1,2,4,2,1,1,3.0,,1,4.0,,1,1,1,1,1,1,1,3,1,1,5,5,3,5,3,5,5,4
4159,4160,3,2,1,3,35,8,4,1,5,5,4,3,2,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,1,2,2,2,9,1,1,1,1,1,1,1,1,1,240,15,,40.0,,1,0,0,2,,2,2,2,2,2,1,2,2,4,4,4,4,5.0,,,,1,35.0,8,2.0,3,2,0,6,4.0,2,1,1,2,3,2,2,1,3.0,,1,4.0,,2,1,1,1,1,1,1,1,1,1,5,5,5,5,2,5,5,5
4160,4161,3,1,1,6,60,5,2,1,5,3,1,7,5,2,,2.0,3,,1,2,,2,2,1,2,2,2,2,2,2,1,2,8,2,1,4,1,2,1,2,2,3,75,10,,,,0,0,5,2,,2,2,2,2,2,2,2,2,3,2,2,3,1.0,,,,1,60.0,5,5.0,3,1,0,4,,6,1,1,2,3,2,2,1,3.0,,1,2.0,,2,3,3,3,4,4,4,1,4,4,3,4,3,3,5,2,3,2
4161,4162,3,1,2,6,34,10,3,1,5,1,1,8,10,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,2,1,1,6,2,1200,4,,35.0,48.0,0,4,5,2,2.0,2,2,2,2,2,2,2,2,4,3,4,4,1.0,,,,1,34.0,10,3.0,1,0,0,6,4.0,6,1,1,2,4,2,2,2,,3.0,1,5.0,,2,1,2,2,2,2,2,2,2,2,5,3,5,5,5,3,4,3
4162,4163,3,2,2,4,14,4,2,1,5,2,1,3,5,2,,2.0,3,,2,2,,2,2,1,2,2,2,2,1,2,2,2,8,1,2,4,4,3,2,2,3,2,180,4,,40.0,,1,2,7,3,2.0,2,2,2,2,2,2,2,2,4,1,1,4,8.0,,,,1,14.0,4,5.0,6,4,0,3,,6,1,1,2,2,3,2,2,,3.0,1,4.0,,2,2,3,2,4,2,2,2,2,3,2,4,3,1,2,2,5,3
4163,4164,3,1,1,7,71,3,3,1,5,1,3,6,2,2,,2.0,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,1,2,2,3,600,4,,60.0,30.0,1,0,3,3,,2,2,2,2,2,2,2,2,4,4,4,4,1.0,,,,1,71.0,3,3.0,1,0,0,4,,3,2,1,2,3,2,2,1,3.0,,1,2.0,,1,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,3,4
4164,4165,3,2,2,5,94,1,5,1,4,3,1,5,10,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,6,1,1,1,1,1,1,1,0,0,,,,2,0,0,1,2.0,2,2,2,2,2,2,2,2,4,1,2,4,3.0,,,,1,94.0,1,4.0,4,2,0,6,2.0,6,1,1,2,3,2,2,1,3.0,,2,,5.0,2,2,3,3,4,3,3,3,3,4,1,3,2,1,2,2,3,3
4165,4166,3,2,2,4,24,9,3,2,5,1,1,8,6,2,,1.0,2,,2,2,,2,2,2,3,3,2,3,2,2,2,2,5,1,1,2,1,1,2,1,3,1,90,1,48.0,,,0,0,0,5,3.0,2,2,2,2,2,2,2,2,4,4,1,4,1.0,,,,1,24.0,9,4.0,1,1,0,2,,6,1,2,3,3,3,2,2,,2.0,2,,5.0,2,1,2,2,4,3,4,3,2,4,1,5,5,1,5,2,5,5
4166,4167,3,1,2,7,54,6,4,4,4,5,1,5,6,2,,3.0,2,,1,2,,2,2,2,2,2,1,2,2,2,2,1,9,1,4,4,1,4,1,1,2,3,240,30,,,25.0,2,2,9,3,2.0,2,2,2,2,2,2,2,2,4,3,4,4,2.0,,,,1,54.0,6,2.0,1,0,0,4,,6,1,1,1,4,3,2,2,,3.0,1,3.0,,2,2,2,3,3,3,3,2,4,4,2,5,1,1,1,2,2,2
4167,4168,3,2,2,8,14,4,3,5,8,1,3,10,1,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,6,1,1,1,1,1,1,2,2,90,3,,,,0,0,2,3,2.0,2,2,2,2,2,2,2,2,4,2,3,4,,,,,1,14.0,4,2.0,2,1,0,3,,2,1,1,2,2,2,2,2,,3.0,2,,4.0,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1
4168,4169,3,2,2,1,59,5,4,4,6,1,1,5,6,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,9,1,1,1,1,1,1,1,2,1,150,1,38.0,,,0,0,0,3,2.0,2,2,2,2,2,2,2,2,3,4,1,1,5.0,,,,1,59.0,5,4.0,4,2,0,6,2.0,6,1,2,1,4,2,1,2,,1.0,2,,2.0,2,2,3,2,4,4,4,4,4,2,2,2,1,1,1,2,3,1
4169,4170,3,2,2,1,58,3,3,2,5,1,7,5,8,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,1,1,1,1,1,1,1,2,2,0,0,,,,2,0,0,2,2.0,2,2,2,2,2,2,2,2,3,4,4,2,6.0,,,,1,58.0,3,4.0,2,0,0,2,,6,2,1,2,4,2,2,1,3.0,,2,,3.0,2,2,2,3,3,2,2,2,2,3,3,1,2,2,1,2,1,1
4170,4171,3,2,2,3,33,9,4,1,5,3,7,8,3,2,,2.0,3,,1,2,,2,2,2,2,2,3,3,2,2,2,2,7,2,2,3,2,3,1,2,1,1,0,0,,,,1,5,0,2,2.0,2,2,2,2,2,2,2,2,4,1,1,3,6.0,,,,1,33.0,9,6.0,2,2,0,5,5.0,6,1,1,3,3,2,2,1,3.0,,1,2.0,,2,2,2,2,3,2,3,2,2,3,3,3,3,3,4,3,4,4
4171,4172,3,2,2,3,59,5,4,1,4,1,3,8,4,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,2,1,1,1,2,1,2,2,2,540,3,,30.0,25.0,3,2,10,2,2.0,2,2,2,2,2,2,2,2,3,3,3,2,1.0,,,,1,59.0,5,4.0,1,0,0,4,,6,1,1,2,2,1,2,2,,3.0,2,,2.0,2,2,2,2,3,2,3,2,2,3,3,3,2,2,1,1,3,1
4172,4173,3,1,2,1,59,5,4,1,4,1,8,3,7,2,,2.0,3,,2,2,,2,2,2,1,1,2,2,2,2,2,2,6,1,3,1,1,4,2,1,2,2,30,2,,60.0,60.0,0,1,4,1,2.0,2,2,2,2,2,2,2,2,3,3,4,2,1.0,,,,1,59.0,5,4.0,4,0,0,6,1.0,2,1,1,1,2,2,1,2,,3.0,2,,3.0,2,1,3,3,3,2,3,3,3,3,2,4,2,4,2,2,3,4
4173,4174,3,1,1,9,83,12,4,2,4,3,2,1,6,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,1,1,1,1,2,3,180,5,,50.0,54.0,0,1,0,3,,2,2,2,2,2,1,2,2,3,4,4,4,5.0,,,,1,83.0,12,4.0,4,0,0,5,1.0,3,2,1,2,3,1,2,2,,3.0,1,3.0,,2,1,2,2,2,2,2,2,2,3,1,2,2,1,1,1,5,3
4174,4175,3,1,2,10,64,9,4,7,7,6,1,5,2,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,9,2,3,1,1,1,1,1,1,3,60,2,,30.0,20.0,0,1,0,2,2.0,2,2,2,2,2,2,2,2,4,4,4,4,,,,,1,64.0,9,5.0,1,0,0,3,,6,1,1,3,2,1,1,2,,3.0,2,,3.0,2,2,3,2,3,3,2,2,3,3,2,3,2,2,2,2,2,2
4175,4176,3,1,1,10,6,12,4,7,7,2,1,8,5,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,9,1,1,1,1,1,1,1,2,2,30,5,,,,1,0,0,3,,2,2,2,2,2,2,2,2,4,4,4,4,,,,,1,6.0,12,4.0,2,0,1,6,4.0,6,1,1,2,3,3,1,1,3.0,,1,3.0,,2,2,2,3,3,2,3,3,3,3,1,3,2,1,1,2,5,2
4176,4177,3,2,1,4,65,10,2,1,4,1,5,8,6,2,,2.0,3,,2,1,38.5,2,2,2,2,2,2,2,2,2,1,2,8,2,2,3,2,1,1,2,2,3,210,2,,45.0,74.0,1,7,1,3,,2,2,2,2,2,2,2,2,3,2,4,2,3.0,,,,1,65.0,10,5.0,2,0,0,6,2.0,2,1,2,3,1,1,1,1,2.0,,1,4.0,,2,3,3,3,4,4,3,3,3,3,2,1,3,1,1,2,2,2
4177,4178,3,1,2,10,77,1,5,7,7,3,8,3,4,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,10,1,1,1,1,1,1,1,2,3,330,50,,,35.0,0,2,0,2,2.0,2,2,2,2,2,2,2,2,3,3,3,4,,,,,1,77.0,1,3.0,2,1,0,3,,2,1,1,2,4,3,2,1,3.0,,1,2.0,,2,2,2,2,3,2,3,2,3,3,3,4,1,2,2,2,2,1
4178,4179,3,1,1,5,83,12,2,1,5,3,8,2,5,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,5,2,1,1,3,1,1,2,3,2,540,2,,18.0,43.0,0,1,4,3,,2,2,2,2,2,2,2,2,3,4,4,4,1.0,,,,2,83.0,12,5.0,4,0,0,4,,5,2,1,2,3,1,2,1,3.0,,2,,4.0,2,2,2,3,3,3,3,2,3,4,1,2,2,1,1,2,1,1
4179,4180,3,1,2,3,87,9,2,1,4,7,1,2,6,2,,2.0,3,,2,2,,2,2,2,2,2,1,2,2,2,2,2,8,2,2,1,1,2,1,1,6,3,560,2,,59.0,31.0,0,2,4,2,2.0,2,2,2,2,2,2,2,2,3,3,3,3,1.0,,,,1,87.0,9,5.0,3,1,0,5,1.0,6,1,1,2,4,3,1,2,,3.0,2,,4.0,2,2,3,3,3,3,3,3,3,3,3,4,2,1,2,3,3,4
4180,4181,3,2,1,9,60,5,3,6,8,1,8,2,5,2,,2.0,3,,2,3,,3,3,3,3,3,3,3,3,3,3,3,1,1,6,4,1,5,4,5,5,6,1440,60,,,,25,0,0,3,,3,3,3,3,3,3,3,3,4,4,4,4,,,,,1,60.0,5,3.0,1,0,0,6,4.0,6,2,1,4,1,1,2,1,2.0,,1,4.0,,2,4,4,4,4,3,3,4,4,4,2,5,5,4,5,2,5,5
4181,4182,3,2,2,2,35,8,4,6,8,3,1,2,4,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,10,1,3,1,1,1,1,2,2,2,0,0,,,,0,0,0,2,2.0,2,2,2,2,2,2,2,2,3,3,3,4,,,,,1,35.0,8,4.0,4,2,0,4,,5,2,1,4,2,2,1,2,,2.0,2,,1.0,2,2,4,4,4,4,4,4,4,4,1,1,2,1,2,1,1,2
4182,4183,3,1,2,4,91,1,5,1,5,3,10,9,1,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,2,2,2,2,1,6,4,1,660,30,,50.0,60.0,0,0,4,1,2.0,2,2,2,2,2,2,2,2,4,2,2,4,1.0,5.0,8.0,,1,91.0,1,5.0,4,2,0,4,,6,1,2,2,2,2,1,2,,3.0,2,,1.0,2,1,2,2,3,2,2,2,2,3,2,2,2,2,4,2,2,1
4183,4184,3,2,1,9,75,1,5,7,7,7,3,6,5,2,,2.0,3,,2,2,,2,2,2,1,1,2,2,2,2,2,2,7,1,2,2,1,2,1,1,3,2,180,2,,73.0,60.0,4,2,0,2,,1,2,2,2,2,1,2,2,3,3,2,4,,,,,1,75.0,1,4.0,2,0,0,4,,4,1,1,1,3,2,1,1,3.0,,1,2.0,,2,2,3,3,4,3,4,3,3,3,2,1,1,1,1,1,2,1
4184,4185,3,1,2,2,57,6,1,2,5,2,3,6,8,2,,2.0,1,2.0,2,2,,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,3,1,2,6,2,420,50,,,,1,2,5,2,2.0,2,2,2,2,2,2,2,2,4,4,4,4,1.0,,,,1,57.0,6,6.0,2,0,0,5,5.0,6,1,1,2,3,3,2,1,3.0,,2,,4.0,2,2,2,2,2,2,2,2,2,2,5,5,3,5,3,5,5,5
4185,4186,3,2,2,3,76,4,1,1,5,7,2,1,7,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,1,1,2,1,1,1,2,2,2,120,1,5.0,,,0,3,2,3,2.0,2,2,2,2,2,2,2,2,4,4,4,4,2.0,,,,1,76.0,4,4.0,4,2,0,5,5.0,6,2,1,2,3,2,1,2,,3.0,2,,4.0,2,3,2,2,3,3,3,3,3,3,2,3,2,2,1,2,4,4
4186,4187,3,1,1,6,63,11,4,1,5,2,8,2,1,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,10,1,1,1,1,1,1,1,3,3,168,10,,,,0,1,0,3,,2,2,2,2,2,2,2,2,4,4,4,4,3.0,,,,1,63.0,11,3.0,2,0,0,4,,6,1,1,2,3,2,1,1,3.0,,1,4.0,,2,1,2,2,3,4,4,3,4,4,1,3,1,1,1,3,1,2
4187,4188,3,1,1,8,35,8,2,7,7,2,1,9,6,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,1,1,1,2,1,330,1,64.0,,,1,2,0,2,,1,2,2,2,2,2,2,2,4,4,4,4,,,,,1,35.0,8,5.0,2,0,0,6,2.0,5,1,2,2,2,1,1,1,3.0,,1,4.0,,1,1,3,2,2,3,4,1,3,4,1,1,1,1,1,1,2,1
4188,4189,3,1,1,4,83,12,4,1,5,1,1,5,2,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,1,1,2,1,1,2,0,0,,,,0,0,0,4,,2,2,2,2,2,1,2,2,1,1,1,1,5.0,,,,1,83.0,12,2.0,1,0,0,5,5.0,6,1,1,2,2,2,2,2,,3.0,2,,5.0,2,3,3,3,4,3,3,3,4,3,2,2,1,3,2,1,1,1
4189,4190,3,1,1,3,92,1,5,1,4,3,1,5,2,1,1.0,,1,,1,1,0.0,2,2,1,1,1,1,1,1,2,1,2,7,2,2,1,1,1,1,2,3,1,0,8,,,,4,4,0,5,,1,3,1,1,1,1,3,3,1,2,1,2,1.0,2.0,,,1,92.0,1,,4,2,0,5,1.0,5,1,1,1,2,1,1,1,1.0,,1,1.0,,1,2,2,1,1,2,1,1,1,1,2,3,3,4,1,4,1,3
4190,4191,3,1,1,8,51,6,4,1,3,3,6,10,8,2,,2.0,2,,1,2,,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,3,1,1,1,3,2,180,5,,40.0,35.0,0,0,4,4,,2,2,2,2,2,2,2,2,4,4,4,4,1.0,,,,1,51.0,6,10.0,4,0,0,6,3.0,4,1,1,1,4,3,1,2,,3.0,1,2.0,,1,2,2,2,2,2,2,1,3,3,5,5,5,4,5,3,5,5
4191,4192,3,2,2,1,58,3,1,4,8,1,1,5,2,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,2,6,2,3,6,1,1,1,6,0,1,50.0,,,1,0,0,2,2.0,2,2,2,2,2,2,2,2,2,2,4,2,,,,,1,58.0,3,4.0,4,1,0,5,1.0,6,1,1,2,3,3,2,2,,3.0,2,,4.0,2,1,3,3,3,3,3,3,2,4,4,2,5,2,2,2,3,5
4192,4193,3,1,1,6,89,3,3,4,3,1,1,8,5,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,2,2,4,4,3,1,2,2,1,60,10,,,,0,0,0,2,,2,2,2,2,2,2,2,2,3,4,4,3,5.0,,,,1,89.0,3,5.0,2,0,1,6,1.0,4,1,1,3,3,3,1,2,,3.0,2,,4.0,2,1,2,3,2,1,2,2,2,3,3,4,4,4,2,3,5,1
4193,4194,3,1,1,6,34,10,2,1,3,3,1,5,3,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,1,1,2,1,1,1,1,2,2,120,0,,,,0,1,0,3,,2,2,2,2,2,2,2,2,4,3,3,4,5.0,,,,1,34.0,10,6.0,3,1,0,5,4.0,3,1,1,2,3,2,2,2,,3.0,1,2.0,,2,3,3,3,3,2,3,3,3,2,2,3,3,2,2,1,1,1
4194,4195,3,1,1,4,57,6,1,1,3,1,6,1,3,2,,1.0,2,,1,2,,2,2,2,2,2,2,2,2,2,2,2,7,1,4,1,1,2,1,2,2,2,0,0,,,,2,0,1,2,,2,2,2,2,2,2,2,2,4,3,4,3,3.0,,,,1,57.0,6,7.0,3,0,0,6,2.0,4,1,1,1,3,2,2,1,3.0,,2,,1.0,1,2,2,2,2,2,2,2,3,2,4,5,5,4,4,5,4,3
4195,4196,3,2,1,5,30,10,2,1,5,3,9,2,11,1,5.0,,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,7,1,1,1,1,1,1,1,1,1,0,2,,60.0,45.0,0,2,0,4,,2,2,2,2,2,2,2,2,3,3,4,3,4.0,,,,1,30.0,10,6.0,2,2,0,4,,6,2,1,1,4,1,1,2,,2.0,2,,4.0,2,3,2,2,3,2,2,4,1,2,2,5,1,5,1,4,2,4
4196,4197,3,1,1,10,83,12,4,7,7,3,8,3,10,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,1,1,1,3,3,150,0,,,,0,0,1,2,,1,2,2,2,2,2,2,2,4,4,4,4,,,,,1,83.0,12,4.0,2,0,0,4,,3,1,1,2,2,2,1,2,,1.0,1,4.0,,1,1,1,2,3,2,2,1,2,2,1,3,2,2,1,1,1,1
4197,4198,3,2,1,8,62,5,4,1,6,3,11,11,11,2,,2.0,3,,2,2,,1,2,2,2,2,2,2,1,2,2,2,10,1,1,1,1,1,1,1,1,2,180,0,,,,0,1,5,3,,2,2,1,2,2,1,1,2,3,1,4,1,4.0,,,,1,62.0,5,5.0,5,3,0,6,5.0,6,1,1,2,4,1,1,2,,2.0,2,,3.0,2,2,4,4,4,2,4,1,4,2,2,2,1,1,2,2,2,1
